Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
Avait -il voyagé?,-il,voyagé,NaN,nsubj,root,NaN,2,3,,641,642,,632,633,,[2],[],voyager,0,_,_,21,8,22,['2'],[],['2'],[],[],[],[],True,False,False
"C' était probable, car personne ne possédait mieux que lui la carte du monde.",personne,possédait,la carte du monde,nsubj,conj,obj,6,8,13,649,651,656,640,642,647,[6],"[12, 13, 14, 15]",posséder,3,_,_,22,8,23,[],[],[],[],[],[],[],False,False,False
Il n' était endroit si reculé dont il ne parût avoir une connaissance spéciale.,il,parût,dont,nsubj,acl:relcl,iobj,8,10,7,667,669,666,658,660,657,[8],[7],paraître,4,_,_,23,8,24,['2'],[],['2'],[],[],[],[],True,False,False
Il n' était endroit si reculé dont il ne parût avoir une connaissance spéciale.,il,avoir,une connaissance spéciale,nsubj,xcomp,obj,8,11,13,667,670,672,658,661,663,[8],"[12, 13, 14]",avoir,10,_,_,23,8,24,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",il,redressait,en peu de mots brefs et clairs,nsubj,root,obl:mod,13,14,5,687,688,679,678,679,670,[13],"[4, 5, 6, 7, 9, 10, 11]",redresser,0,_,_,24,8,25,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",il,redressait,les mille propos,nsubj,root,obj,13,14,17,687,688,691,678,679,682,[13],"[15, 16, 17]",redresser,0,_,_,24,8,25,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",qui,circulaient,dans le club,nsubj,acl:relcl,obl:mod,18,19,22,692,693,696,683,684,687,[18],"[20, 21, 22]",circuler,17,_,_,24,8,25,[],[],[],[],['le club'],['le club'],['FAC'],False,True,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",qui,circulaient,au sujet des voyageurs,nsubj,acl:relcl,obl:mod,18,19,24,692,693,698,683,684,689,[18],"[23, 24, 25, 26]",circuler,17,_,_,24,8,25,[],['30'],['30'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",NaN,perdus,NaN,NaN,acl,NaN,,27,,,701,,,692,,[],[],perdre,26,30,PER,24,8,25,[],[],[],[],[],[],[],False,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",NaN,égarés,NaN,NaN,conj,NaN,,29,,,703,,,694,,[],[],égarer,27,30,PER,24,8,25,[],[],[],[],[],[],[],False,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",il,indiquait,les vraies probabilités,nsubj,root,obj,31,32,35,705,706,709,696,697,700,[31],"[33, 34, 35]",indiquer,0,_,_,24,8,25,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",ses paroles,trouvées,s',nsubj,conj,expl:comp,39,42,40,713,716,714,704,707,705,"[38, 39]",[40],trouver,32,_,_,24,8,25,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",ses paroles,inspirées,par une seconde vue,nsubj,xcomp,obl:agent,39,45,49,713,719,723,704,710,714,"[38, 39]","[46, 47, 48, 49]",inspirer,42,_,_,24,8,25,['2'],[],['2'],[],[],[],[],True,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",l'événement,finissait,NaN,nsubj,advcl,NaN,53,54,,727,728,,718,719,,"[52, 53]",[],finir,42,_,_,24,8,25,[],[],[],[],[],[],[],False,False,False
"Quelquefois, mais en peu de mots, brefs et clairs, il redressait les mille propos qui circulaient dans le club au sujet des voyageurs perdus ou égarés; il indiquait les vraies probabilités, et ses paroles s' étaient trouvées souvent comme inspirées par une seconde vue, tant l' événement finissait toujours par les justifier.",l'événement,justifier,les,nsubj,xcomp,obj,53,58,57,727,732,731,718,723,722,"[52, 53]",[57],justifier,54,_,_,24,8,25,[],[],[],[],[],[],[],False,False,False
"C' était un homme qui avait dû voyager partout,- en esprit, tout au moins.",qui,dû,en esprit,nsubj,acl:relcl,obl:mod,5,7,13,738,740,746,729,731,736,[5],"[12, 13]",devoir,4,_,_,25,8,26,['2'],[],['2'],[],[],[],[],True,False,False
"C' était un homme qui avait dû voyager partout,- en esprit, tout au moins.",qui,voyager,NaN,nsubj,xcomp,NaN,5,8,,738,741,,729,732,,[5],[],voyager,7,Dpt au sens large,VERB,25,8,26,['2'],[],['2'],[],[],[],[],True,False,False
"Ce qui était certain toutefois, c' est que, depuis de longues années, Phileas Fogg n' avait pas quitté Londres.",NaN,est,NaN,NaN,root,NaN,,8,,,759,,,749,,[],[],être,0,_,_,26,9,27,[],[],[],[],[],[],[],False,False,False
"Ce qui était certain toutefois, c' est que, depuis de longues années, Phileas Fogg n' avait pas quitté Londres.",Phileas Fogg,quitté,depuis de longues années,nsubj,ccomp,obl:mod,16,21,14,767,772,765,757,762,755,"[16, 17]","[11, 12, 13, 14]",quitter,8,_,_,26,9,27,['0'],[],['0'],[],[],[],[],True,False,False
"Ce qui était certain toutefois, c' est que, depuis de longues années, Phileas Fogg n' avait pas quitté Londres.",Phileas Fogg,quitté,Londres,nsubj,ccomp,obj,16,21,22,767,772,773,757,762,763,"[16, 17]",[22],quitter,8,_,_,26,9,27,['0'],[],['0'],[],[],[],[],True,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,qui,avaient,l'honneur,nsubj,acl:relcl,obj,2,3,5,776,777,779,766,767,769,[2],"[4, 5]",avoir,1,_,_,27,9,28,['31'],[],['31'],[],[],[],[],True,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,qui,connaître,le,nsubj,xcomp,obj,2,8,7,776,782,781,766,772,771,[2],[7],connaître,3,_,_,27,9,28,['31'],['2'],"['31', '2']",[],[],[],[],True,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,Ceux,attestaient,que,nsubj,root,obl:mod,1,15,16,775,789,790,765,779,780,[1],[16],attester,0,_,_,27,9,28,[],[],[],[],[],[],[],False,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,Ceux,est,sur ce chemin direct,nsubj,ccomp,obl:mod,1,21,24,775,795,798,765,784,787,[1],"[22, 23, 24, 25]",être,15,_,_,27,9,28,[],[],[],[],['ce chemin direct'],['ce chemin direct'],['FAC'],False,True,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,il,parcourait,qu',nsubj,acl:relcl,obj,27,28,26,801,802,800,790,791,789,[27],[26],parcourir,24,_,_,27,9,28,['2'],[],['2'],[],[],[],[],True,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,il,parcourait,chaque jour,nsubj,acl:relcl,obl:mod,27,28,30,801,802,804,790,791,793,[27],"[29, 30]",parcourir,24,_,_,27,9,28,['2'],[],['2'],[],[],[],[],True,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,il,venir,de sa maison au club,nsubj,advcl,obl:arg,27,32,35,801,806,809,790,795,798,[27],"[33, 34, 35, 36, 37]",venir,28,Dpt au sens large,VERB,27,9,28,['2'],['2'],['2'],[],"['sa maison', 'au club']","['sa maison', 'au club']",['FAC'],True,True,True
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,club-personne,pouvait,NaN,nsubj,acl:relcl,NaN,39,41,,813,815,,801,803,,[39],[],pouvoir,24,_,_,27,9,28,[],[],[],[],[],[],[],False,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,club-personne,prétendre,NaN,nsubj,xcomp,NaN,39,42,,813,816,,801,804,,[39],[],prétendre,41,_,_,27,9,28,[],[],[],[],[],[],[],False,False,False
Ceux qui avaient l' honneur de le connaître un peu plus que les autres attestaient que- si ce n' est sur ce chemin direct qu' il parcourait chaque jour pour venir de sa maison au club- personne ne pouvait prétendre l' avoir jamais vu ailleurs.,NaN,vu,l',NaN,xcomp,obj,,46,43,,820,817,,808,805,[],[43],voir,42,_,_,27,9,28,[],['2'],['2'],[],[],[],[],True,False,False
Son seul passe-temps était de lire les journaux et de jouer au whist.,Son seul passe-temps,était,NaN,nsubj,root,NaN,3,4,,825,826,,813,814,,"[1, 2, 3]",[],être,0,_,_,28,9,29,['2'],[],['2'],[],[],[],[],True,False,False
Son seul passe-temps était de lire les journaux et de jouer au whist.,Son seul passe-temps,lire,les journaux,nsubj,xcomp,obj,3,6,8,825,828,830,813,816,818,"[1, 2, 3]","[7, 8]",lire,4,_,_,28,9,29,['2'],[],['2'],[],[],[],[],True,False,False
Son seul passe-temps était de lire les journaux et de jouer au whist.,Son seul passe-temps,jouer,au whist,nsubj,conj,obl:arg,3,11,13,825,833,835,813,821,823,"[1, 2, 3]","[12, 13]",jouer,6,_,_,28,9,29,['2'],[],['2'],[],[],[],[],True,False,False
"À ce jeu du silence, si bien approprié à sa nature, il gagnait souvent, mais ses gains n' entraient jamais dans sa bourse et figuraient pour une somme importante à son budget de charité.",il,gagnait,À ce jeu du silence si bien approprié à sa nature,nsubj,root,obl:mod,14,15,3,850,851,839,838,839,827,[14],"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12]",gagner,0,_,_,29,9,30,['2'],['2'],['2'],[],[],[],[],True,False,False
"À ce jeu du silence, si bien approprié à sa nature, il gagnait souvent, mais ses gains n' entraient jamais dans sa bourse et figuraient pour une somme importante à son budget de charité.",ses gains,entraient,dans sa bourse,nsubj,conj,obl:arg,20,22,26,856,858,862,844,846,850,"[19, 20]","[24, 25, 26]",entrer,15,_,_,29,9,30,['2'],['2'],['2'],[],[],[],[],True,False,False
"À ce jeu du silence, si bien approprié à sa nature, il gagnait souvent, mais ses gains n' entraient jamais dans sa bourse et figuraient pour une somme importante à son budget de charité.",ses gains,figuraient,pour une somme importante à son budget de charité,nsubj,conj,obl:arg,20,28,31,856,864,867,844,852,855,"[19, 20]","[29, 30, 31, 32, 33, 34, 35, 36, 37]",figurer,22,_,_,29,9,30,['2'],['2'],['2'],[],[],[],[],True,False,False
"D' ailleurs, il faut le remarquer, Mr. Fogg jouait évidemment pour jouer, non pour gagner.",NaN,faut,D'ailleurs,NaN,root,obl:mod,,5,2,,879,876,,867,864,[],"[1, 2]",falloir,0,_,_,30,9,31,[],[],[],[],[],[],[],False,False,False
"D' ailleurs, il faut le remarquer, Mr. Fogg jouait évidemment pour jouer, non pour gagner.",NaN,remarquer,le,NaN,xcomp,obj,,7,6,,881,880,,869,868,[],[6],remarquer,5,_,_,30,9,31,[],[],[],[],[],[],[],False,False,False
"D' ailleurs, il faut le remarquer, Mr. Fogg jouait évidemment pour jouer, non pour gagner.",Mr. Fogg,jouait,NaN,nsubj,advcl,NaN,9,11,,883,885,,871,873,,"[9, 10]",[],jouer,5,_,_,30,9,31,['2'],[],['2'],[],[],[],[],True,False,False
"D' ailleurs, il faut le remarquer, Mr. Fogg jouait évidemment pour jouer, non pour gagner.",Mr. Fogg,jouer,NaN,nsubj,advcl,NaN,9,14,,883,888,,871,876,,"[9, 10]",[],jouer,11,_,_,30,9,31,['2'],[],['2'],[],[],[],[],True,False,False
"D' ailleurs, il faut le remarquer, Mr. Fogg jouait évidemment pour jouer, non pour gagner.",NaN,gagner,NaN,NaN,advcl,NaN,,18,,,892,,,880,,[],[],gagner,14,Dpt au sens large,VERB,30,9,31,[],[],[],[],[],[],[],False,False,False
"Le jeu était pour lui un combat, une lutte contre une difficulté, mais une lutte sans mouvement, sans déplacement, sans fatigue, et cela allait à son caractère.",cela,allait,à son caractère,nsubj,conj,obl:arg,28,29,32,921,922,925,909,910,913,[28],"[30, 31, 32]",aller,7,_,_,31,9,32,[],['2'],['2'],[],[],[],[],True,False,False
"On ne connaissait à Phileas Fogg ni femme ni enfants,- ce qui peut arriver aux gens les plus honnêtes,- ni parents ni amis,- ce qui est plus rare en vérité.",On,connaissait,à Phileas Fogg ni femme ni enfants,nsubj,root,obl:arg,1,3,5,927,929,931,915,917,919,[1],"[4, 5, 6, 7, 8, 9, 10]",connaître,0,_,_,32,10,33,['33'],['0'],"['33', '0']",[],[],[],[],True,False,False
"On ne connaissait à Phileas Fogg ni femme ni enfants,- ce qui peut arriver aux gens les plus honnêtes,- ni parents ni amis,- ce qui est plus rare en vérité.",On,connaissait,ce,nsubj,root,obj,1,3,13,927,929,939,915,917,926,[1],[13],connaître,0,_,_,32,10,33,['33'],[],['33'],[],[],[],[],True,False,False
"On ne connaissait à Phileas Fogg ni femme ni enfants,- ce qui peut arriver aux gens les plus honnêtes,- ni parents ni amis,- ce qui est plus rare en vérité.",qui,peut,NaN,nsubj,acl:relcl,NaN,14,15,,940,941,,927,928,,[14],[],pouvoir,13,_,_,32,10,33,[],[],[],[],[],[],[],False,False,False
"On ne connaissait à Phileas Fogg ni femme ni enfants,- ce qui peut arriver aux gens les plus honnêtes,- ni parents ni amis,- ce qui est plus rare en vérité.",qui,arriver,aux gens les plus honnêtes,nsubj,xcomp,obl:arg,14,16,18,940,942,944,927,929,931,[14],"[17, 18, 19, 20, 21]",arriver,15,Dpt au sens large,VERB,32,10,33,[],[],[],[],[],[],[],False,False,False
"Phileas Fogg vivait seul dans sa maison de Saville - row, où personne ne pénétrait.",Phileas Fogg,vivait,dans sa maison de Saville-row,nsubj,root,obl:mod,1,3,7,964,966,970,949,951,955,"[1, 2]","[5, 6, 7, 8, 9, 10, 11]",vivre,0,_,_,33,10,34,['0'],['0'],['0'],[],"['sa maison de saville - row', 'saville - row']","['sa maison de saville - row', 'saville - row']",['FAC'],True,True,True
