,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
144,1 || 10 || 39 || _ || chaussés || de souliers à semelles de molleton,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",,chaussés,de souliers à semelles de molleton,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
145,1 || 10 || 39 || qui || servaient || le,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",qui,servaient,le,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
146,1 || 10 || 39 || qui || servaient || dans une porcelaine spéciale et sur un admirable linge en toile de saxe,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",qui,servaient,dans une porcelaine spéciale et sur un admirable linge en toile de Saxe,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
147,1 || 10 || 39 || _ || perdu || _,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",,perdu,,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
148,1 || 10 || 39 || qui || contenaient || son sherry son porto ou son claret,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",qui,contenaient,son sherry son porto ou son claret,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
149,1 || 10 || 39 || _ || mélangé || de cannelle de capillaire et de cinnamome,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",,mélangé,de cannelle de capillaire et de cinnamome,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
150,1 || 10 || 39 || _ || venue || à grands frais des lacs d'amérique,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",,venue,à grands frais des lacs d'Amérique,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
151,1 || 10 || 39 || amérique-qui || entretenait || ses boissons,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",Amérique-qui,entretenait,ses boissons,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
152,1 || 10 || 39 || amérique-qui || entretenait || dans un satisfaisant état de fraîcheur,1,10,39,"S' il dînait ou déjeunait, c' étaient les cuisines, le garde-manger, l' office, la poissonnerie, la laiterie du club, qui fournissaient à sa table leurs succulentes réserves; c' étaient les domestiques du club, graves personnages en habit noir, chaussés de souliers à semelles de molleton, qui le servaient dans une porcelaine spéciale et sur un admirable linge en toile de Saxe; c' étaient les cristaux à moule perdu du club qui contenaient son sherry, son porto ou son claret mélangé de cannelle, de capillaire et de cinnamome; c' était enfin la glace du club - glace venue à grands frais des lacs d' Amérique- qui entretenait ses boissons dans un satisfaisant état de fraîcheur.",Amérique-qui,entretenait,dans un satisfaisant état de fraîcheur,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
153,1 || 11 || 40 || _ || vivre || dans ces conditions,1,11,40,"Si vivre dans ces conditions, c' est être un excentrique, il faut convenir que l' excentricité a du bon!",,vivre,dans ces conditions,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
154,1 || 11 || 40 || _ || est || _,1,11,40,"Si vivre dans ces conditions, c' est être un excentrique, il faut convenir que l' excentricité a du bon!",,est,,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
155,1 || 11 || 40 || _ || faut || _,1,11,40,"Si vivre dans ces conditions, c' est être un excentrique, il faut convenir que l' excentricité a du bon!",,faut,,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
156,1 || 11 || 40 || _ || convenir || _,1,11,40,"Si vivre dans ces conditions, c' est être un excentrique, il faut convenir que l' excentricité a du bon!",,convenir,,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
157,1 || 11 || 40 || l'excentricité || a || du bon,1,11,40,"Si vivre dans ces conditions, c' est être un excentrique, il faut convenir que l' excentricité a du bon!",l'excentricité,a,du bon,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
158,1 || 12 || 41 || _ || recommandait || se,1,12,41,"La maison de Saville - row, sans être somptueuse, se recommandait par un extrême confort.",,recommandait,se,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
159,1 || 12 || 41 || _ || recommandait || par un extrême confort,1,12,41,"La maison de Saville - row, sans être somptueuse, se recommandait par un extrême confort.",,recommandait,par un extrême confort,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
160,1 || 12 || 42 || le service || réduisait || d'ailleurs,1,12,42,"D' ailleurs, avec les habitudes invariables du locataire, le service s' y réduisait à peu.",le service,réduisait,D'ailleurs,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
161,1 || 12 || 42 || le service || réduisait || avec les habitudes invariables du locataire,1,12,42,"D' ailleurs, avec les habitudes invariables du locataire, le service s' y réduisait à peu.",le service,réduisait,avec les habitudes invariables du locataire,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
162,1 || 12 || 42 || le service || réduisait || s',1,12,42,"D' ailleurs, avec les habitudes invariables du locataire, le service s' y réduisait à peu.",le service,réduisait,s',à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
163,1 || 12 || 42 || le service || réduisait || y,1,12,42,"D' ailleurs, avec les habitudes invariables du locataire, le service s' y réduisait à peu.",le service,réduisait,y,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
164,1 || 12 || 43 || phileas fogg || exigeait || de son unique domestique,1,12,43,"Toutefois, Phileas Fogg exigeait de son unique domestique une ponctualité, une régularité extraordinaires.",Phileas Fogg,exigeait,de son unique domestique,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
165,1 || 12 || 43 || phileas fogg || exigeait || une ponctualité une régularité extraordinaires,1,12,43,"Toutefois, Phileas Fogg exigeait de son unique domestique une ponctualité, une régularité extraordinaires.",Phileas Fogg,exigeait,une ponctualité une régularité extraordinaires,à des heures chronométriquement déterminées,1872-00-00-12-17,en l' année 1872,1872-00-00-00-00,precedent_context,habitée,1872-00-00-12-17,1872-00-00-00,temps_different
166,1 || 12 || 44 || phileas fogg || donné || ce jour -là même,1,12,44,"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",Phileas Fogg,donné,Ce jour -là même,ce jour -là même,1872_10_02_00,ce jour -là même,1872-10-02-00-00,objet,donné,1872_10_02_00,1872-10-02-00,temps_different
167,1 || 12 || 44 || phileas fogg || donné || 2 octobre,1,12,44,"Ce jour -là même, 2 octobre, Phileas Fogg avait donné son congé à James Forster- ce garçon s' étant rendu coupable de lui avoir apporté pour sa barbe de l' eau à quatre-vingt-quatre degrés Fahrenheit au lieu de quatre-vingt-six -, et il attendait son successeur, qui devait se présenter entre onze heures et onze heures et demie.",Phileas Fogg,donné,2 octobre,2 octobre,1872_10_02_00,2 octobre,1872-10-02-00-00,objet,donné,1872_10_02_00,1872-10-02-00,temps_different
