Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,triplet_order,is_dynamouv,verb_occ_key,chapter,triptyque_id,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque
"Ils y remarquèrent peu ou point d’ églises, mais, comme monuments, la maison du prophète, la Court-house et l’ arsenal  ; puis, des maisons de brique bleuâtre avec vérandas et galeries, entourées de jardins, bordées d’ acacias, de palmiers et de caroubiers.",Ils,remarquèrent,d’ églises,nsubj,root,obl:arg,1.0,3,8.0,remarquer,0,_,_,3025,1391,3025,9336,False,3025_3,27,9336,['23'],[],['23'],[],['d’ églises'],['d’ églises'],['FAC'],True,True,True
"Les rues étaient presque désertes,–   sauf toutefois la partie du Temple, qu’ ils n’ atteignirent qu’ après avoir traversé plusieurs quartiers entourés de palissades.",ils,traversé,plusieurs quartiers,nsubj,advcl,obj,17.0,23,25.0,traverser,19,_,_,3029,1392,3029,9348,False,3029_23,27,9348,['23'],[],['23'],[],['plusieurs quartiers entourés de palissades'],['plusieurs quartiers entourés de palissades'],['FAC'],True,True,True
"Cela lui paraissait terrible d’ avoir à guider tant de dames à la fois au travers des vicissitudes de la vie, à les conduire ainsi en troupe jusqu’ au paradis mormon, avec cette perspective de les y retrouver pour l’ éternité en compagnie du glorieux Smyth, qui devait faire l’ ornement de ce lieu de délices.",qui,faire,l’ ornement de ce lieu de délices,nsubj,xcomp,obj,50.0,52,54.0,faire,51,_,_,3038,1393,3038,9383,False,3038_52,27,9383,['2'],[],['2'],[],['ce lieu de délices'],['ce lieu de délices'],['FAC'],True,True,True
"À quatre heures moins quelques minutes, les voyageurs se retrouvaient à la gare et reprenaient leur place dans leurs wagons.",les voyageurs,retrouvaient,à la gare,nsubj,root,obl:arg,9.0,11,14.0,retrouver,0,_,_,3041,1394,3041,9394,False,3041_11,27,9394,['23'],[],['23'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Heureusement pour lui, la gare n’ avait ni portes ni barrières.",la gare,avait,pour lui,nsubj,root,obl:mod,6.0,8,3.0,avoir,0,_,_,3046,1396,3046,9410,False,3046_8,27,9410,[],['0'],['0'],['la gare'],[],['la gare'],['FAC'],True,True,True
"Mais Fix, à son tour, aurait voulu être déjà sorti de cette difficile contrée.",Fix,sorti,de cette difficile contrée,nsubj,xcomp,obl:arg,2.0,12,16.0,sortir,9,_,_,3060,1401,3060,9481,False,3060_12,28,9481,['2'],[],['2'],[],['cette difficile contrée'],['cette difficile contrée'],['LOC'],True,True,True
"En effet, quelques voyageurs étaient descendus de leur wagon, et se promenaient sur le quai de la gare de Green - river, en attendant le départ du train.",quelques voyageurs,promenaient,sur le quai de la gare de Green - river,nsubj,conj,obl:mod,5.0,14,17.0,promener,7,_,_,3068,1406,3068,9521,False,3068_14,28,9521,['129'],[],['129'],[],['la gare de green - river'],['la gare de green - river'],['FAC'],True,True,True
"Mr. Fogg s’ était réveillé, et regardait la campagne à travers la vitre tachetée de neige.",Mr. Fogg,regardait,la campagne,nsubj,conj,obj,1.0,8,10.0,regarder,5,_,_,3094,1414,3094,9617,False,3094_8,28,9617,['1'],[],['1'],[],['la campagne'],['la campagne'],['LOC'],True,True,True
"Après deux cents milles environ, les voyageurs se trouveraient enfin sur ces longues plaines qui s’ étendent jusqu’ à l’ Atlantique, et que la nature rendait si propices à l’ établissement d’ une voie ferrée.",les voyageurs,trouveraient,sur ces longues plaines,nsubj,root,obl:arg,8.0,10,15.0,trouver,0,_,_,3126,1429,3126,9687,False,3126_10,28,9687,['23'],[],['23'],[],['ces longues plaines'],['ces longues plaines'],['LOC'],True,True,True
"À midi et demi, les voyageurs entrevoyaient un instant le fort Halleck, qui commande cette contrée.",les voyageurs,entrevoyaient,le fort Halleck,nsubj,root,obj,7.0,8,13.0,entrevoir,0,_,_,3131,1431,3131,9708,False,3131_8,28,9708,['23'],[],['23'],[],['le fort halleck'],['le fort halleck'],['FAC'],True,True,True
"Le mécanicien et le conducteur, étant descendus, discutaient assez vivement avec un garde-voie, que le chef de gare de Medicine - Bow, la station prochaine, avait envoyé au - devant du train.",le chef de gare de Medicine - Bow la station prochaine,envoyé,que,nsubj,acl:relcl,obj,19.0,32,17.0,envoyer,15,_,_,3149,1437,3149,9749,False,3149_32,28,9749,['544'],['11'],"['544', '11']",['la station prochaine'],[],['la station prochaine'],['FAC'],True,True,True
"Le mécanicien et le conducteur, étant descendus, discutaient assez vivement avec un garde-voie, que le chef de gare de Medicine - Bow, la station prochaine, avait envoyé au - devant du train.",le chef de gare de Medicine - Bow la station prochaine,envoyé,au,nsubj,acl:relcl,obj,19.0,32,33.0,envoyer,15,_,_,3149,1437,3149,9750,False,3149_32,28,9750,['544'],[],['544'],['la station prochaine'],[],['la station prochaine'],['FAC'],True,True,True
"Le mécanicien et le conducteur, étant descendus, discutaient assez vivement avec un garde-voie, que le chef de gare de Medicine - Bow, la station prochaine, avait envoyé au - devant du train.",le chef de gare de Medicine - Bow la station prochaine,envoyé,-,nsubj,acl:relcl,obl:arg,19.0,32,34.0,envoyer,15,_,_,3149,1437,3149,9751,False,3149_32,28,9751,['544'],[],['544'],['la station prochaine'],[],['la station prochaine'],['FAC'],True,True,True
"Le mécanicien et le conducteur, étant descendus, discutaient assez vivement avec un garde-voie, que le chef de gare de Medicine - Bow, la station prochaine, avait envoyé au - devant du train.",le chef de gare de Medicine - Bow la station prochaine,envoyé,devant du train,nsubj,acl:relcl,obl:arg,19.0,32,35.0,envoyer,15,_,_,3149,1437,3149,9752,False,3149_32,28,9752,['544'],[],['544'],['la station prochaine'],[],['la station prochaine'],['FAC'],True,True,True
On ne vit rien du pont.,On,vit,rien du pont,nsubj,root,obj,1.0,3,4.0,voir,0,_,_,3226,1485,3226,9959,False,3226_3,28,9959,['93'],[],['93'],[],['du pont'],['du pont'],['FAC'],True,True,True
"Le convoi sauta, on peut le dire, d’ une rive à l’ autre, et le mécanicien ne parvint à arrêter sa machine emportée qu’ à cinq milles au-delà de la station.",le mécanicien,arrêter,qu’ à cinq milles au-delà de la station,nsubj,xcomp,obl:mod,19.0,23,30.0,arrêter,21,_,_,3227,1485,3227,9965,False,3227_23,28,9965,['1'],[],['1'],[],['la station'],['la station'],['FAC'],True,True,True
"Les voyageurs n’ avaient plus qu’ à descendre jusqu’ à l’ Atlantique sur ces plaines sans limites, nivelées par la nature.",Les voyageurs,descendre,jusqu’ à l’ Atlantique,nsubj,xcomp,obl:arg,2.0,8,12.0,descendre,4,Dpt au sens large,VERB,3231,1487,3231,9981,True,3231_8,29,9981,['23'],[],['23'],[],['l’ atlantique'],['l’ atlantique'],['LOC'],True,True,True
"Les voyageurs n’ avaient plus qu’ à descendre jusqu’ à l’ Atlantique sur ces plaines sans limites, nivelées par la nature.",Les voyageurs,descendre,sur ces plaines sans limites,nsubj,xcomp,obl:mod,2.0,8,15.0,descendre,4,Dpt au sens large,VERB,3231,1487,3231,9982,True,3231_8,29,9982,['23'],[],['23'],[],['ces plaines sans limites'],['ces plaines sans limites'],['LOC'],True,True,True
"Pendant la nuit, on laissa sur la gauche le camp Walbah.",on,laissa,le camp Walbah,nsubj,root,obj,5.0,6,11.0,laisser,0,_,_,3237,1490,3237,9998,False,3237_6,29,9998,['93'],[],['93'],[],['le camp walbah'],['le camp walbah'],['FAC'],True,True,True
"Aucun d’ eux ne se plaignait de la longueur de la route–, pas même le mort.",Aucun d’ eux,plaignait,de la longueur de la route,nsubj,root,obl:arg,1.0,6,9.0,plaindre,0,_,_,3250,1494,3250,10044,False,3250_6,29,10044,['9'],[],['9'],[],['la route'],['la route'],['FAC'],True,True,True
"Phileas Fogg quitta le wagon, et l’ Américain le suivit sur la passerelle.",l’ Américain,suivit,sur la passerelle,nsubj,conj,obl:mod,9.0,11,14.0,suivre,3,_,_,3281,1509,3281,10127,False,3281_11,29,10127,['68'],[],['68'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"Mr. Fogg se leva, et, suivi de Fix, il se rendit sur la passerelle.",il,rendit,sur la passerelle,nsubj,conj,obl:arg,12.0,14,17.0,rendre,4,_,_,3313,1530,3313,10196,False,3313_14,29,10196,['1'],[],['1'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"En ce moment, la porte de l’ autre wagon s’ ouvrit, et le colonel Proctor apparut également sur la passerelle, suivi de son témoin, un Yankee de sa trempe.",le colonel Proctor,apparut,sur la passerelle,nsubj,conj,obl:arg,16.0,18,22.0,apparaître,12,_,_,3317,1531,3317,10201,False,3317_18,29,10201,['11'],[],['11'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"Là, les soldats du fort, attirés par les coups de feu, accoururent en hâte.",les soldats du fort,accoururent,en hâte,nsubj,root,obl:mod,4.0,15,17.0,accourir,0,_,_,3384,1564,3384,10421,False,3384_15,29,10421,['209'],[],['209'],['du fort'],[],['du fort'],['LOC'],True,True,True
"Mais quand les voyageurs se comptèrent sur le quai de la station, ils reconnurent que plusieurs manquaient à l’ appel, et entre autres le courageux Français dont le dévouement venait de les sauver.",les voyageurs,comptèrent,sur le quai de la station,nsubj,advcl,obl:arg,4.0,6,9.0,compter,15,_,_,3386,1565,3386,10425,False,3386_6,29,10425,['9'],[],['9'],[],"['le quai de la station', 'la station']","['le quai de la station', 'la station']",['FAC'],True,True,True
"Il fut transporté à la gare avec d’ autres voyageurs, dont l’ état réclamait des soins immédiats.",Il,transporté,à la gare,nsubj:pass,root,obl:arg,1.0,3,6.0,transporter,0,_,_,3393,1567,3393,10441,False,3393_3,30,10441,['11'],[],['11'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Les derniers Indiens disparaissaient alors dans le sud, du côté de Republican - river.",Les derniers Indiens,disparaissaient,dans le sud,nsubj,root,obl:mod,3.0,4,8.0,disparaître,0,_,_,3403,1569,3403,10457,False,3403_4,30,10457,['9'],[],['9'],[],['le sud'],['le sud'],['LOC'],True,True,True
"Les derniers Indiens disparaissaient alors dans le sud, du côté de Republican - river.",Les derniers Indiens,disparaissaient,du côté de Republican - river,nsubj,root,obl:mod,3.0,4,11.0,disparaître,0,_,_,3403,1569,3403,10458,False,3403_4,30,10458,['9'],[],['9'],[],['republican - river'],['republican - river'],['FAC'],True,True,True
Ses soldats– une centaine d’ hommes environ– s’ étaient mis sur la défensive pour le cas où les Sioux auraient dirigé une attaque directe contre la gare.,les Sioux,dirigé,une attaque directe contre la gare,nsubj,acl:relcl,obj,21.0,23,25.0,diriger,18,_,_,3420,1575,3420,10494,False,3420_23,30,10494,['9'],[],['9'],[],['la gare'],['la gare'],['FAC'],True,True,True
Je ne saurais abandonner le fort qui m’ est confié.,Je,abandonner,le fort,nsubj,xcomp,obj,1.0,4,6.0,abandonner,3,Dpt au sens large,VERB,3428,1579,3428,10507,True,3428_4,30,10507,['8'],[],['8'],[],['le fort'],['le fort'],['FAC'],True,True,True
"Aouda s’ était retirée dans une chambre de la gare, et là, seule, elle attendait, songeant à Phileas Fogg, à cette générosité simple et grande, à ce tranquille courage.",Aouda,retirée,dans une chambre de la gare,nsubj,root,obl:arg,1.0,4,7.0,retirer,0,_,_,3460,1598,3460,10589,False,3460_4,30,10589,['4'],[],['4'],[],"['une chambre de la gare', 'la gare']","['une chambre de la gare', 'la gare']",['FAC'],True,True,True
Il se promenait fébrilement sur le quai de la gare.,Il,promenait,sur le quai de la gare,nsubj,root,obl:mod,1.0,3,7.0,promener,0,_,_,3464,1599,3464,10599,False,3464_3,30,10599,['12'],[],['12'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Il était tenté de s’ en aller à travers les longues plaines blanches, à la poursuite de ce Fogg  !",Il,aller,à travers les longues plaines blanches,nsubj:pass,xcomp,obl:mod,1.0,7,12.0,aller,3,Dpt au sens large,VERB,3481,1601,3481,10643,True,3481_7,30,10643,['12'],[],['12'],[],['les longues plaines blanches'],['les longues plaines blanches'],['LOC'],True,True,True
"Quand il se vit dans le désert, la locomotive seule, n’ ayant plus de wagons à sa suite, le mécanicien comprit ce qui s’ était passé.",il,vit,dans le désert,nsubj,advcl,obl:arg,2.0,4,7.0,voir,24,_,_,3497,1607,3497,10692,False,3497_4,30,10692,['2'],[],['2'],[],['le désert'],['le désert'],['LOC'],True,True,True
"Aouda avait quitté la gare, et s’ adressant au conducteur  :",Aouda,quitté,la gare,nsubj,root,obj,1.0,3,5.0,quitter,0,_,_,3506,1610,3506,10725,False,3506_3,30,10725,['4'],[],['4'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Ce quai de la gare lui brûlait les pieds, et il ne pouvait s’ en arracher.",Ce quai de la gare,brûlait,lui,nsubj,root,iobj,2.0,7,6.0,brûler,0,_,_,3521,1619,3521,10756,False,3521_7,30,10756,[],['2'],['2'],['la gare'],[],['la gare'],['FAC'],True,True,True
"Aouda, malgré la rafale, quittait à chaque instant la chambre qui avait été mise à sa disposition.",Aouda,quittait,la chambre,nsubj,root,obj,1.0,7,12.0,quitter,0,_,_,3534,1622,3534,10787,False,3534_7,30,10787,['4'],[],['4'],[],['la chambre'],['la chambre'],['FAC'],True,True,True
"Aouda, malgré la rafale, quittait à chaque instant la chambre qui avait été mise à sa disposition.",qui,mise,à sa disposition,nsubj:pass,acl:relcl,obl:arg,13.0,16,19.0,mettre,12,_,_,3534,1622,3534,10788,False,3534_16,30,10788,[],['5'],['5'],['qui'],[],['qui'],['FAC'],True,True,True
"Elle venait à l’ extrémité du quai, cherchant à voir à travers la tempête de neige, voulant percer cette brume qui réduisait l’ horizon autour d’ elle, écoutant si quelque bruit se ferait entendre.",Elle,venait,à l’ extrémité du quai,nsubj,root,obl:arg,1.0,2,5.0,venir,0,_,_,3535,1622,3535,10789,False,3535_2,30,10789,['5'],[],['5'],[],['du quai'],['du quai'],['FAC'],True,True,True
"Pendant toute cette nuit, Mrs. Aouda, l’ esprit plein de pressentiments sinistres, le cœur rempli d’ angoisses, erra sur la lisière de la prairie.",Pendant toute cette nuit Mrs Aouda l’ esprit plein de pressentiments sinistres le cœur,erra,sur la lisière de la prairie,nsubj,root,obl:arg,6.0,23,26.0,errer,0,_,_,3547,1625,3547,10819,False,3547_23,30,10819,['5'],[],['5'],[],['la prairie'],['la prairie'],['LOC'],True,True,True
"Les soldats se jetèrent hors du fort, et à un demi-mille ils aperçurent une petite troupe qui revenait en bon ordre.",Les soldats,jetèrent,hors du fort,nsubj,root,obl:arg,2.0,4,7.0,jeter,0,_,_,3562,1628,3562,10864,False,3562_4,30,10864,['9'],[],['9'],[],['du fort'],['du fort'],['FAC'],True,True,True
"Cependant Passepartout, dès son arrivée, avait cherché le train dans la gare.",Passepartout,cherché,dans la gare,nsubj,root,obl:mod,2.0,9,14.0,chercher,0,_,_,3571,1634,3571,10903,False,3571_9,30,10903,['0'],[],['0'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Phileas Fogg ne répondit pas à Fix  ; mais Fix lui ayant montré l’ homme en question qui se promenait devant la gare, le gentleman alla à lui.",qui,promenait,devant la gare,nsubj,acl:relcl,obl:mod,19.0,21,24.0,promener,16,_,_,3598,1652,3598,10956,False,3598_21,31,10956,['26'],[],['26'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Aouda aux tortures d’ une traversée en plein air, par ce froid que la vitesse rendrait plus insupportable encore, lui proposa de rester sous la garde de Passepartout à la station de Kearney.",Aouda aux tortures d’ une traversée en plein air par ce froid,rester,à la station de Kearney,nsubj,xcomp,obl:arg,1.0,25,33.0,rester,23,_,_,3615,1656,3615,11012,False,3615_25,31,11012,['4'],[],['4'],[],['la station de kearney'],['la station de kearney'],['FAC'],True,True,True
L’ honnête garçon se chargerait de ramener la jeune femme en Europe par une route meilleure et dans des conditions plus acceptables.,L’ honnête garçon,ramener,par une route meilleure et dans des conditions plus acceptables,nsubj,xcomp,obl:mod,3.0,7,15.0,ramener,5,_,_,3616,1656,3616,11016,False,3616_7,31,11016,['0'],[],['0'],[],['une route meilleure'],['une route meilleure'],['FAC'],True,True,True
"À midi, Mudge reconnut à quelques indices qu’ il passait le cours glacé de la Platte - river.",il,passait,le cours glacé de la Platte - river,nsubj,ccomp,obj,10.0,11,13.0,passer,5,_,_,3678,1672,3678,11208,False,3678_11,31,11208,['26'],[],['26'],[],['la platte - river'],['la platte - river'],['LOC'],True,True,True
"Aouda, Fix, Passepartout traversèrent l’ Hudson dans le Jersey - city - ferry - boat, et montèrent dans un fiacre, qui les conduisit à l’ hôtel Saint-Nicolas, dans Broadway.",Aouda Fix Passepartout,traversèrent,l’ Hudson,nsubj,root,obj,1.0,6,8.0,traverser,0,_,_,3719,1690,3719,11354,False,3719_6,32,11354,"['4', '2', '0']",[],"['4', '2', '0']",[],['l’ hudson'],['l’ hudson'],['LOC'],True,True,True
"Des chambres furent mises à leur disposition, et la nuit se passa, courte pour Phileas Fogg, qui dormit d’ un sommeil parfait, mais bien longue pour Mrs.",Des chambres,mises,à leur disposition,nsubj:pass,root,obl:arg,2.0,4,7.0,mettre,0,_,_,3720,1690,3720,11367,False,3720_4,32,11367,[],['9'],['9'],['des chambres'],[],['des chambres'],['FAC'],True,True,True
"Mr. Fogg quitta l’ hôtel, seul, après avoir recommandé à son domestique de l’ attendre et de prévenir Mrs.",Mr. Fogg,quitta,l’ hôtel,nsubj,root,obj,1.0,3,5.0,quitter,0,_,_,3725,1692,3725,11384,False,3725_3,32,11384,['1'],[],['1'],[],['l’ hôtel'],['l’ hôtel'],['FAC'],True,True,True
"Mr. Fogg se rendit aux rives de l’ Hudson, et parmi les navires amarrés au quai ou ancrés dans le fleuve, il rechercha avec soin ceux qui étaient en partance.",Mr. Fogg,rendit,aux rives de l’ Hudson,nsubj,root,obl:arg,1.0,4,6.0,rendre,0,_,_,3727,1693,3727,11391,False,3727_4,32,11391,['1'],[],['1'],[],"['aux rives de l’ hudson', 'l’ hudson']","['aux rives de l’ hudson', 'l’ hudson']",['LOC'],True,True,True
"En effet, en arrivant et en admettant que le sieur Fogg n’ en jetât pas encore quelques poignées à la mer, plus de sept mille livres( 175   000   F) manqueraient au sac à bank - notes  !",le sieur Fogg,jetât,à la mer,nsubj,ccomp,obl:arg,11.0,15,22.0,jeter,8,_,_,3799,1743,3799,11522,False,3799_15,32,11522,['6'],[],['6'],[],['la mer'],['la mer'],['LOC'],True,True,True
"Le lendemain, 13 décembre, à midi, un homme monta sur la passerelle pour faire le point.",un homme,monta,sur la passerelle,nsubj,root,obl:arg,11.0,12,15.0,monter,0,_,_,3802,1745,3802,11540,False,3802_12,33,11540,['221'],[],['221'],[],['la passerelle'],['la passerelle'],['FAC'],True,True,True
"Quant au capitaine Speedy, il était tout bonnement enfermé à clef dans sa cabine, et poussait des hurlements qui dénotaient une colère, bien pardonnable, poussée jusqu’ au paroxysme.",il,enfermé,dans sa cabine,nsubj:pass,root,obl:mod,6.0,10,15.0,enfermer,0,_,_,3806,1746,3806,11546,False,3806_10,33,11546,['8'],['8'],['8'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"Et voilà pourquoi Phileas Fogg commandait au lieu et place du capitaine Speedy, pourquoi le capitaine était enfermé dans sa cabine, et pourquoi enfin l’ Henrietta se dirigeait vers Liverpool.",le capitaine,enfermé,dans sa cabine,nsubj:pass,conj,obl:arg,17.0,19,22.0,enfermer,6,_,_,3810,1747,3810,11565,False,3810_19,33,11565,['8'],['8'],['8'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"Et Fix fut naturellement amené à croire que l’ Henrietta, dirigée par Fogg, n’ allait point du tout à Liverpool, mais dans quelque point du monde où le voleur, devenu pirate, se mettrait tranquillement en sûreté  !",le voleur,mettrait,où,nsubj,acl:relcl,iobj,32.0,38,30.0,mettre,27,_,_,3837,1753,3837,11651,False,3837_38,33,11651,['6'],[],['6'],[],['où'],['où'],['LOC'],True,True,True
"Quant au capitaine Speedy, il continuait à hurler dans sa cabine, et Passepartout, chargé de pourvoir à sa nourriture, ne le faisait qu’ en prenant les plus grandes précautions, quelque vigoureux qu’ il fût.",il,hurler,dans sa cabine,nsubj,xcomp,obl:mod,6.0,9,12.0,hurler,7,_,_,3839,1754,3839,11662,False,3839_9,33,11662,['8'],['8'],['8'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True
"Le 13, on passe sur la queue du banc de Terre - Neuve.",on,passe,sur la queue du banc de Terre - Neuve,nsubj,root,obl:arg,4.0,5,8.0,passer,0,_,_,3841,1755,3841,11674,False,3841_5,33,11674,['599'],[],['599'],[],"['du banc de terre - neuve', 'terre - neuve']","['du banc de terre - neuve', 'terre - neuve']",['LOC'],True,True,True
"Mais Phileas Fogg était un marin hardi, qui savait tenir tête à la mer, et il fit toujours route, même sans se mettre sous petite vapeur.",qui,tenir,à la mer,nsubj,xcomp,obl:arg,9.0,11,15.0,tenir,10,_,_,3853,1757,3853,11709,False,3853_11,33,11709,['3'],[],['3'],[],['la mer'],['la mer'],['LOC'],True,True,True
"Mais, ce jour -là, on avait eu connaissance de la côte d’ Irlande et du feu de Fastenet.",on,eu,de la côte d’ Irlande et du feu de Fastenet,nsubj,conj,obl:arg,7.0,9,13.0,avoir,0,_,_,3951,1814,3951,11970,False,3951_9,33,11970,['602'],[],['602'],[],"['la côte d’ irlande', 'du feu de fastenet']","['la côte d’ irlande', 'du feu de fastenet']",['LOC'],True,True,True
–   Pouvons -nous entrer dans le port  ?,-nous,entrer,dans le port,nsubj,xcomp,obl:arg,4.0,5,8.0,entrer,3,Dpt au sens large,VERB,3961,1819,3961,11989,True,3961_5,33,11989,['69'],[],['69'],[],['le port'],['le port'],['FAC'],True,True,True
"À midi moins vingt, le 21 décembre, Phileas Fogg débarquait enfin sur le quai de Liverpool.",Phileas Fogg,débarquait,sur le quai de Liverpool,nsubj,root,obl:arg,10.0,12,16.0,débarquer,0,_,_,3981,1826,3981,12056,False,3981_12,33,12056,['3'],[],['3'],[],['le quai de liverpool'],['le quai de liverpool'],['FAC'],True,True,True
"On l’ avait enfermé dans le poste de Custom - house, la douane de Liverpool, et il devait y passer la nuit en attendant son transfèrement à Londres.",On,enfermé,dans le poste de Custom - house la douane de Liverpool,nsubj,root,obl:arg,1.0,4,7.0,enfermer,0,_,_,3988,1831,3988,12067,False,3988_4,34,12067,['605'],[],['605'],[],"['le poste de custom -', 'la douane de liverpool']","['le poste de custom -', 'la douane de liverpool']",['FAC'],True,True,True
"On l’ avait enfermé dans le poste de Custom - house, la douane de Liverpool, et il devait y passer la nuit en attendant son transfèrement à Londres.",il,passer,y,nsubj,xcomp,iobj,19.0,22,21.0,passer,20,Dpt au sens large,VERB,3988,1831,3988,12069,True,3988_22,34,12069,['3'],[],['3'],[],['y'],['y'],['FAC'],True,True,True
"Croyait -il encore au succès, quand la porte de cette prison était fermée sur lui  ?",la porte de cette prison,fermée,sur lui,nsubj:pass,advcl,obl:mod,9.0,14,16.0,fermer,1,_,_,4018,1837,4018,12177,False,4018_14,34,12177,[],['1'],['1'],['cette prison'],[],['cette prison'],['FAC'],True,True,True
"On serait tenté de le croire, car, à un certain moment, il fit le tour de la chambre.",il,fit,de la chambre,nsubj,conj,obl:arg,15.0,16,21.0,faire,3,_,_,4027,1842,4027,12204,False,4027_16,34,12204,['3'],[],['3'],[],['la chambre'],['la chambre'],['FAC'],True,True,True
"En admettant qu’ il montât en ce moment dans un express, il pouvait encore arriver à Londres et au Reform - Club avant huit heures quarante - cinq du soir.",il,arriver,à Londres et au Reform - Club,nsubj,xcomp,obl:arg,13.0,16,18.0,arriver,14,Dpt au sens large,VERB,4036,1846,4036,12221,True,4036_16,34,12221,['1'],[],['1'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
"Ils se jetèrent dans une voiture, et, en quelques minutes, ils arrivèrent à la gare de Liverpool.",ils,arrivèrent,à la gare de Liverpool,nsubj,conj,obl:arg,14.0,15,18.0,arriver,3,_,_,4053,1854,4053,12268,False,4053_15,34,12268,['224'],[],['224'],[],['la gare de liverpool'],['la gare de liverpool'],['FAC'],True,True,True
"Mais il y eut des retards forcés, et, quand le gentleman arriva à la gare, neuf heures moins dix sonnaient à toutes les horloges de Londres.",le gentleman,arriva,à la gare,nsubj,advcl,obl:arg,13.0,14,17.0,arriver,23,_,_,4060,1860,4060,12295,False,4060_14,34,12295,['3'],[],['3'],[],['la gare'],['la gare'],['FAC'],True,True,True
"Le lendemain, les habitants de Saville - row auraient été bien surpris, si on leur eût affirmé que Mr. Fogg avait réintégré son domicile.",Mr. Fogg,réintégré,son domicile,nsubj,ccomp,obj,21.0,24,26.0,réintégrer,19,_,_,4064,1863,4064,12302,False,4064_24,35,12302,['1'],['1'],['1'],[],['son domicile'],['son domicile'],['FAC'],True,True,True
"En effet, après avoir quitté la gare, Phileas Fogg avait donné à Passepartout l’ ordre d’ acheter quelques provisions, et il était rentré dans sa maison.",Phileas Fogg,quitté,la gare,nsubj,advcl,obj,10.0,6,8.0,quitter,13,_,_,4067,1864,4067,12306,False,4067_6,35,12306,['3'],[],['3'],[],['la gare'],['la gare'],['FAC'],True,True,True
"En effet, après avoir quitté la gare, Phileas Fogg avait donné à Passepartout l’ ordre d’ acheter quelques provisions, et il était rentré dans sa maison.",il,rentré,dans sa maison,nsubj,conj,obl:arg,24.0,26,29.0,rentrer,13,_,_,4067,1864,4067,12311,False,4067_26,35,12311,['3'],['3'],['3'],[],['sa maison'],['sa maison'],['FAC'],True,True,True
Une chambre de la maison de Saville - row avait été réservée à Mrs.,Une chambre de la maison de Saville - row,réservée,à Mrs,nsubj:pass,root,obl:arg,2.0,12,14.0,réserver,0,_,_,4076,1866,4076,12354,False,4076_12,35,12354,[],['5'],['5'],['la maison de saville - row'],[],['la maison de saville - row'],['FAC'],True,True,True
"Mais, tout d’ abord, l’ honnête garçon était monté dans sa chambre et avait éteint le bec qui brûlait depuis quatre-vingts jours.",l’ honnête garçon,monté,dans sa chambre,nsubj,root,obl:arg,9.0,11,14.0,monter,0,_,_,4082,1868,4082,12366,False,4082_11,35,12366,['1'],['1'],['1'],[],['sa chambre'],['sa chambre'],['FAC'],True,True,True
"Il regardait son maître toujours impassible, et il ne pouvait se décider à quitter sa chambre.",,quitter,sa chambre,,xcomp,obj,,15,17.0,quitter,13,Dpt au sens large,VERB,4098,1871,4098,12409,True,4098_15,35,12409,[],['0'],['0'],[],['sa chambre'],['sa chambre'],['FAC'],True,True,True
"Passepartout quitta la chambre et vint trouver la jeune femme, à laquelle il fit connaître les intentions de son maître.",Passepartout,quitta,la chambre,nsubj,root,obj,1.0,2,4.0,quitter,0,_,_,4106,1875,4106,12424,False,4106_2,35,12424,['0'],[],['0'],[],['la chambre'],['la chambre'],['FAC'],True,True,True
"Ainsi, pendant cette journée du dimanche, la maison de Saville - row fut comme si elle eût été inhabitée, et, pour la première fois depuis qu’ il demeurait dans cette maison, Phileas Fogg n’ alla pas à son club, quand onze heures et demie sonnèrent à la tour du Parlement.",il,demeurait,dans cette maison,nsubj,advcl,obl:arg,31.0,32,35.0,demeurer,40,_,_,4120,1880,4120,12454,False,4120_32,35,12454,['0'],[],['0'],[],['cette maison'],['cette maison'],['FAC'],True,True,True
Et pourquoi ce gentleman se fût -il présenté au Reform - Club  ?,ce gentleman,présenté,au Reform,nsubj,conj,obl:arg,4.0,8,10.0,présenter,0,_,_,4121,1881,4121,12458,False,4121_8,35,12458,['1'],[],['1'],[],['au reform - club'],['au reform - club'],['FAC'],True,True,True
